Source_Name,Target_Name,Action_Sentiment_immuneXpresso,NumPapers_immuneXpresso,Enrichment_Score_immuneXpresso,Source_cell_ontology_ID,ImmunoGlobe_reference
myeloid dendritic cell,TGFb,NA,NA,NA,CL_0000782,"504|The induction of regulatory T cells in intestinal tissues is assisted by transforming growth factor-β (TGF-β), which is produced by dendritic cells.,505|The anti-inflammatory behavior of mucosal dendritic cells in the healthy gut is promoted by factors that are constitutively produced in the mucosal environment. These include thymic stromal lymphopoietin (TSLP), TGF-β produced by dendritic and epithelial cells, prostaglandin PGE2 produced by stromal cells, and IL-10 produced by intestinal macrophages and CD4 T cells."
CD11b-positive dendritic cell,TNFa,NA,NA,NA,CL_0002465,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
CD8_alpha-positive CD11b-negative dendritic cell,TNFa,NA,NA,NA,CL_0001000,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
conventional dendritic cell,TNFa,NA,NA,NA,CL_0000990,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
Langerhans cell,TNFa,NA,NA,NA,CL_0000453,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
myeloid dendritic cell,TNFa,NA,NA,NA,CL_0000782,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
dendritic cell,CCL22,Positive,1,16.85,CL_0000451,NA
dendritic cell,CXCL13,Positive,1,5.69,CL_0000451,NA
dendritic cell,CXCL8,Positive,1,0.42,CL_0000451,NA
dendritic cell,IFN1,Positive,5,15.01,CL_0000451,NA
dendritic cell,IFNA,Positive,16,11.23,CL_0000451,NA
dendritic cell,IFNG,Positive,23,2.15,CL_0000451,NA
dendritic cell,IL10,Positive,19,4.94,CL_0000451,NA
dendritic cell,IL12,Positive,40,22.04,CL_0000451,NA
dendritic cell,IL12B,Positive,3,32.86,CL_0000451,NA
dendritic cell,IL18,Positive,4,6.56,CL_0000451,NA
dendritic cell,IL2,Positive,13,1.89,CL_0000451,NA
dendritic cell,TNF,Positive,20,2.81,CL_0000451,NA
dendritic epidermal T cell,IFNG,Positive,2,20.69,CL_0000916,NA
"double-positive, alpha-beta thymocyte",TGFB2,Positive,1,783.38,CL_0000809,NA
"effector memory CD4-positive, alpha-beta T cell",IL4,Positive,1,87.45,CL_0000905,NA
effector T cell,IFNG,Positive,11,4.4,CL_0000911,NA
effector T cell,IL10,Positive,4,4.22,CL_0000911,NA
effector T cell,IL17,Positive,4,13.38,CL_0000911,NA
effector T cell,IL2,Positive,6,3.46,CL_0000911,NA
embryonic cell (metazoa),TGFA,Positive,1,1389.87,CL_0002321,NA
embryonic stem cell,IL6,Positive,1,2.45,CL_0002322,NA
endocrine cell,IL6,Positive,2,48.17,CL_0000163,NA
blood vessel endothelial cell,CCL21,NA,NA,NA,CL_0000071,"350|The cellular organization of lymphoid organs is initiated by stromal cells and vascular endothelial cells, which secrete the chemokine CCL21 (first panel)."
endothelial cell,CCL21,NA,NA,NA,CL_0000115,"350|The cellular organization of lymphoid organs is initiated by stromal cells and vascular endothelial cells, which secrete the chemokine CCL21 (first panel)."
endothelial cell of high endothelial venule,CCL21,NA,NA,NA,CL_0002652,"350|The cellular organization of lymphoid organs is initiated by stromal cells and vascular endothelial cells, which secrete the chemokine CCL21 (first panel)."
blood vessel endothelial cell,CCL4,NA,NA,NA,CL_0000071,112|Table Figure 3.28
endothelial cell,CCL4,NA,NA,NA,CL_0000115,112|Table Figure 3.28
endothelial cell of high endothelial venule,CCL4,NA,NA,NA,CL_0002652,112|Table Figure 3.28
blood vessel endothelial cell,CCL5,NA,NA,NA,CL_0000071,112|Table Figure 3.28
endothelial cell,CCL5,NA,NA,NA,CL_0000115,112|Table Figure 3.28
endothelial cell of high endothelial venule,CCL5,NA,NA,NA,CL_0002652,112|Table Figure 3.28
blood vessel endothelial cell,CX3CL1,NA,NA,NA,CL_0000071,112|Table Figure 3.28
endothelial cell,CX3CL1,NA,NA,NA,CL_0000115,112|Table Figure 3.28
endothelial cell of high endothelial venule,CX3CL1,NA,NA,NA,CL_0002652,112|Table Figure 3.28
blood vessel endothelial cell,CXCL1,NA,NA,NA,CL_0000071,112|Table Figure 3.28
endothelial cell,CXCL1,NA,NA,NA,CL_0000115,112|Table Figure 3.28
endothelial cell of high endothelial venule,CXCL1,NA,NA,NA,CL_0002652,112|Table Figure 3.28
blood vessel endothelial cell,CXCL2,NA,NA,NA,CL_0000071,112|Table Figure 3.28
endothelial cell,CXCL2,NA,NA,NA,CL_0000115,112|Table Figure 3.28
endothelial cell of high endothelial venule,CXCL2,NA,NA,NA,CL_0002652,112|Table Figure 3.28
blood vessel endothelial cell,CXCL3,NA,NA,NA,CL_0000071,112|Table Figure 3.28
endothelial cell,CXCL3,NA,NA,NA,CL_0000115,112|Table Figure 3.28
endothelial cell of high endothelial venule,CXCL3,NA,NA,NA,CL_0002652,112|Table Figure 3.28
endothelial cell,CXCL8,Positive,27,3.92,CL_0000115,112|Table Figure 112
blood vessel endothelial cell,CXCL8,NA,NA,NA,CL_0000071,112|Table Figure 112
endothelial cell of high endothelial venule,CXCL8,NA,NA,NA,CL_0002652,112|Table Figure 112
blood vessel endothelial cell,IL3,NA,NA,NA,CL_0000071,811|Table Appendix III
endothelial cell,IL3,NA,NA,NA,CL_0000115,811|Table Appendix III
endothelial cell of high endothelial venule,IL3,NA,NA,NA,CL_0002652,811|Table Appendix III
endothelial cell,IL6,Positive,38,3.22,CL_0000115,811|Table Appendix III
blood vessel endothelial cell,IL6,NA,NA,NA,CL_0000071,811|Table Appendix III
endothelial cell of high endothelial venule,IL6,NA,NA,NA,CL_0002652,811|Table Appendix III
blood vessel endothelial cell,IL7,NA,NA,NA,CL_0000071,811|Table Appendix III
endothelial cell,IL7,NA,NA,NA,CL_0000115,811|Table Appendix III
endothelial cell of high endothelial venule,IL7,NA,NA,NA,CL_0002652,811|Table Appendix III
blood vessel endothelial cell,MIF,NA,NA,NA,CL_0000071,813|Table Appendix III
endothelial cell,MIF,NA,NA,NA,CL_0000115,813|Table Appendix III
endothelial cell of high endothelial venule,MIF,NA,NA,NA,CL_0002652,813|Table Appendix III
endothelial cell,CCL2,Positive,31,5.88,CL_0000115,NA
endothelial cell,CSF2,Positive,3,0.43,CL_0000115,NA
endothelial cell,FGF2,Positive,45,8.75,CL_0000115,NA
endothelial cell,IFNG,Positive,6,0.19,CL_0000115,NA
endothelial cell,IL1,Positive,17,2.7,CL_0000115,NA
endothelial cell,PDGF,Positive,2,3.47,CL_0000115,NA
endothelial cell,TNF,Positive,64,2.93,CL_0000115,NA
endothelial cell of lymphatic vessel,CCL21,Positive,1,152.07,CL_0002138,NA
endothelial cell of lymphatic vessel,IL1A,Positive,1,25.6,CL_0002138,NA
endothelial cell of lymphatic vessel,IL7,Positive,1,10.98,CL_0002138,NA
endothelial cell of vascular tree,CCL7,Positive,1,153.88,CL_0002139,NA
endothelial cell of vascular tree,FGF2,Positive,7,20.82,CL_0002139,NA
endothelial cell of vascular tree,IL6,Positive,2,3.87,CL_0002139,NA
enterocyte,CCL20,Positive,3,163,CL_0000584,NA
enterocyte,CXCL5,Positive,1,122.75,CL_0000584,NA
enterocyte,CXCL8,Positive,3,9.44,CL_0000584,NA
enterocyte,IL6,Positive,6,11.12,CL_0000584,NA
enterocyte,IL7,Positive,1,7.04,CL_0000584,NA
enterocyte,TNF,Positive,5,5.06,CL_0000584,NA
eosinophil,CCL11,Positive,41,31.46,CL_0000771,NA
eosinophil,CCL2,Positive,3,0.47,CL_0000771,NA
eosinophil,CCL23,Positive,1,31.29,CL_0000771,NA
eosinophil,CCL24,Positive,2,26.4,CL_0000771,NA
eosinophil,CSF2,Positive,23,3.71,CL_0000771,NA
eosinophil,IFNG,Positive,7,0.24,CL_0000771,NA
eosinophil,IL1,Positive,4,0.72,CL_0000771,NA
eosinophil,TGFB,Positive,7,0.7,CL_0000771,NA
eosinophil,TNF,Positive,11,0.56,CL_0000771,NA
eosinophil,APRIL,NA,NA,NA,CL_0000771,"509|Once in the mucosa, TGF-β-dependent class switching to IgA occurs under the influence of local factors, including IL-6, retinoic acid, and BAFF and APRIL (see Fig. 10.6), which bind to TACI on B cells substituting for signals otherwise supplied by CD4 helper T cells (see Section 10-1). Intestinal epithelial cells can produce BAFF and APRIL, while local eosinophils may contribute by producing APRIL, IL-6, and TGF-β.,522|Eosinophils in the healthy intestine assist antigen-specific IgA switching by producing APRIL, IL-6, and TGF-β when exposed to commensal microbes (see Section 12-11)."
eosinophil,CXCL8,Positive,17,2.54,CL_0000771,616|Table Figure 14.10
eosinophil,GMCSF,NA,NA,NA,CL_0000771,616|Table Figure 14.10
eosinophil,IL16,Positive,2,5.99,CL_0000771,812|Table Appendix III
eosinophil,IL3,NA,NA,NA,CL_0000771,616|Table Figure 14.10
eosinophil,IL4,NA,NA,NA,CL_0000771,"376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.,451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s."
eosinophil,IL5,Positive,101,29.86,CL_0000771,616|Table Figure 14.10
eosinophil,IL6,Positive,7,0.55,CL_0000771,"509|Once in the mucosa, TGF-β-dependent class switching to IgA occurs under the influence of local factors, including IL-6, retinoic acid, and BAFF and APRIL (see Fig. 10.6), which bind to TACI on B cells substituting for signals otherwise supplied by CD4 helper T cells (see Section 10-1). Intestinal epithelial cells can produce BAFF and APRIL, while local eosinophils may contribute by producing APRIL, IL-6, and TGF-β.,522|Eosinophils in the healthy intestine assist antigen-specific IgA switching by producing APRIL, IL-6, and TGF-β when exposed to commensal microbes (see Section 12-11)."
eosinophil,TGFa,NA,NA,NA,CL_0000771,616|Table Figure 14.10
eosinophil,TGFb,NA,NA,NA,CL_0000771,"509|Once in the mucosa, TGF-β-dependent class switching to IgA occurs under the influence of local factors, including IL-6, retinoic acid, and BAFF and APRIL (see Fig. 10.6), which bind to TACI on B cells substituting for signals otherwise supplied by CD4 helper T cells (see Section 10-1). Intestinal epithelial cells can produce BAFF and APRIL, while local eosinophils may contribute by producing APRIL, IL-6, and TGF-β.,522|Eosinophils in the healthy intestine assist antigen-specific IgA switching by producing APRIL, IL-6, and TGF-β when exposed to commensal microbes (see Section 12-11).,616|Table Figure 14.10"
ependymal cell,FGF1,Positive,2,1114.29,CL_0000065,NA
epidermal cell,CXCL8,Positive,2,10.67,CL_0000362,NA
epidermal cell,IL10,Positive,3,9.5,CL_0000362,NA
epidermal cell,IL12,Positive,1,6.57,CL_0000362,NA
epidermal cell,TNF,Positive,3,5.14,CL_0000362,NA
epithelial cell of lung,CXCL8,Positive,7,24.55,CL_0000082,112|Table Figure 3.28
respiratory epithelial cell,CXCL8,Positive,10,23.28,CL_0002368,112|Table Figure 3.28
intestinal epithelial cell,CXCL8,Positive,13,30.18,CL_0002563,112|Table Figure 3.28
epithelial cell,CXCL8,Positive,30,8.73,CL_0000066,112|Table Figure 3.28
barrier epithelial cell,CXCL8,NA,NA,NA,CL_0000073,112|Table Figure 3.28
colon epithelial cell,CXCL8,NA,NA,NA,CL_0011108,112|Table Figure 3.28
goblet cell,CXCL8,NA,NA,NA,CL_0000160,112|Table Figure 3.28
paneth cell,CXCL8,NA,NA,NA,CL_0000510,112|Table Figure 3.28
barrier epithelial cell,IL1a,NA,NA,NA,CL_0000073,811|Table Appendix III
colon epithelial cell,IL1a,NA,NA,NA,CL_0011108,811|Table Appendix III
epithelial cell,IL1a,NA,NA,NA,CL_0000066,811|Table Appendix III
epithelial cell of lung,IL1a,NA,NA,NA,CL_0000082,811|Table Appendix III
goblet cell,IL1a,NA,NA,NA,CL_0000160,811|Table Appendix III
intestinal epithelial cell,IL1a,NA,NA,NA,CL_0002563,811|Table Appendix III
paneth cell,IL1a,NA,NA,NA,CL_0000510,811|Table Appendix III
respiratory epithelial cell,IL1a,NA,NA,NA,CL_0002368,811|Table Appendix III
barrier epithelial cell,IL1b,NA,NA,NA,CL_0000073,811|Table Appendix III
colon epithelial cell,IL1b,NA,NA,NA,CL_0011108,811|Table Appendix III
epithelial cell,IL1b,NA,NA,NA,CL_0000066,811|Table Appendix III
epithelial cell of lung,IL1b,NA,NA,NA,CL_0000082,811|Table Appendix III
goblet cell,IL1b,NA,NA,NA,CL_0000160,811|Table Appendix III
intestinal epithelial cell,IL1b,NA,NA,NA,CL_0002563,811|Table Appendix III
paneth cell,IL1b,NA,NA,NA,CL_0000510,811|Table Appendix III
respiratory epithelial cell,IL1b,NA,NA,NA,CL_0002368,811|Table Appendix III
barrier epithelial cell,IL20,NA,NA,NA,CL_0000073,812|Table Appendix III
colon epithelial cell,IL20,NA,NA,NA,CL_0011108,812|Table Appendix III
epithelial cell,IL20,NA,NA,NA,CL_0000066,812|Table Appendix III
epithelial cell of lung,IL20,NA,NA,NA,CL_0000082,812|Table Appendix III
goblet cell,IL20,NA,NA,NA,CL_0000160,812|Table Appendix III
intestinal epithelial cell,IL20,NA,NA,NA,CL_0002563,812|Table Appendix III
paneth cell,IL20,NA,NA,NA,CL_0000510,812|Table Appendix III
respiratory epithelial cell,IL20,NA,NA,NA,CL_0002368,812|Table Appendix III
epithelial cell,IL25,Positive,1,6.48,CL_0000066,"448|Figure 11.3,812|Table Appendix III"
barrier epithelial cell,IL25,NA,NA,NA,CL_0000073,"448|Figure 11.3,812|Table Appendix III"
colon epithelial cell,IL25,NA,NA,NA,CL_0011108,"448|Figure 11.3,812|Table Appendix III"
epithelial cell of lung,IL25,NA,NA,NA,CL_0000082,"448|Figure 11.3,812|Table Appendix III"
goblet cell,IL25,NA,NA,NA,CL_0000160,"448|Figure 11.3,812|Table Appendix III"
intestinal epithelial cell,IL25,NA,NA,NA,CL_0002563,"448|Figure 11.3,812|Table Appendix III"
paneth cell,IL25,NA,NA,NA,CL_0000510,"448|Figure 11.3,812|Table Appendix III"
respiratory epithelial cell,IL25,NA,NA,NA,CL_0002368,"448|Figure 11.3,812|Table Appendix III"
barrier epithelial cell,IL32,NA,NA,NA,CL_0000073,812|Table Appendix III
colon epithelial cell,IL32,NA,NA,NA,CL_0011108,812|Table Appendix III
epithelial cell,IL32,NA,NA,NA,CL_0000066,812|Table Appendix III
epithelial cell of lung,IL32,NA,NA,NA,CL_0000082,812|Table Appendix III
goblet cell,IL32,NA,NA,NA,CL_0000160,812|Table Appendix III
intestinal epithelial cell,IL32,NA,NA,NA,CL_0002563,812|Table Appendix III
paneth cell,IL32,NA,NA,NA,CL_0000510,812|Table Appendix III
respiratory epithelial cell,IL32,NA,NA,NA,CL_0002368,812|Table Appendix III
epithelial cell,IL33,Positive,8,10.51,CL_0000066,"448|Figure 11.3,812|Table Appendix III"
barrier epithelial cell,IL33,NA,NA,NA,CL_0000073,"448|Figure 11.3,812|Table Appendix III"
colon epithelial cell,IL33,NA,NA,NA,CL_0011108,"448|Figure 11.3,812|Table Appendix III"
epithelial cell of lung,IL33,NA,NA,NA,CL_0000082,"448|Figure 11.3,812|Table Appendix III"
goblet cell,IL33,NA,NA,NA,CL_0000160,"448|Figure 11.3,812|Table Appendix III"
intestinal epithelial cell,IL33,NA,NA,NA,CL_0002563,"448|Figure 11.3,812|Table Appendix III"
paneth cell,IL33,NA,NA,NA,CL_0000510,"448|Figure 11.3,812|Table Appendix III"
respiratory epithelial cell,IL33,NA,NA,NA,CL_0002368,"448|Figure 11.3,812|Table Appendix III"
barrier epithelial cell,IL37,NA,NA,NA,CL_0000073,813|Table Appendix III
colon epithelial cell,IL37,NA,NA,NA,CL_0011108,813|Table Appendix III
epithelial cell,IL37,NA,NA,NA,CL_0000066,813|Table Appendix III
epithelial cell of lung,IL37,NA,NA,NA,CL_0000082,813|Table Appendix III
goblet cell,IL37,NA,NA,NA,CL_0000160,813|Table Appendix III
intestinal epithelial cell,IL37,NA,NA,NA,CL_0002563,813|Table Appendix III
paneth cell,IL37,NA,NA,NA,CL_0000510,813|Table Appendix III
respiratory epithelial cell,IL37,NA,NA,NA,CL_0002368,813|Table Appendix III
barrier epithelial cell,TGFb,NA,NA,NA,CL_0000073,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
colon epithelial cell,TGFb,NA,NA,NA,CL_0011108,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
epithelial cell,TGFb,NA,NA,NA,CL_0000066,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
epithelial cell of lung,TGFb,NA,NA,NA,CL_0000082,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
goblet cell,TGFb,NA,NA,NA,CL_0000160,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
intestinal epithelial cell,TGFb,NA,NA,NA,CL_0002563,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
paneth cell,TGFb,NA,NA,NA,CL_0000510,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
respiratory epithelial cell,TGFb,NA,NA,NA,CL_0002368,"481|TRM cells, particularly CD8 TRM cells, enter and reside within the epithelium. TGF-β production by epithelial cells induces TRM cells to express the integrin αE:β7, which binds E-cadherin expressed by epithelium and is required for TRM retention."
barrier epithelial cell,TSLP,NA,NA,NA,CL_0000073,"448|Figure 11.3,813|Table Appendix III"
colon epithelial cell,TSLP,NA,NA,NA,CL_0011108,"448|Figure 11.3,813|Table Appendix III"
epithelial cell,TSLP,NA,NA,NA,CL_0000066,"448|Figure 11.3,813|Table Appendix III"
epithelial cell of lung,TSLP,NA,NA,NA,CL_0000082,"448|Figure 11.3,813|Table Appendix III"
goblet cell,TSLP,NA,NA,NA,CL_0000160,"448|Figure 11.3,813|Table Appendix III"
intestinal epithelial cell,TSLP,NA,NA,NA,CL_0002563,"448|Figure 11.3,813|Table Appendix III"
paneth cell,TSLP,NA,NA,NA,CL_0000510,"448|Figure 11.3,813|Table Appendix III"
respiratory epithelial cell,TSLP,NA,NA,NA,CL_0002368,"448|Figure 11.3,813|Table Appendix III"
epithelial cell,CCL11,Positive,2,4.45,CL_0000066,NA
epithelial cell,CCL2,Positive,8,2.47,CL_0000066,NA
epithelial cell,CCL26,Positive,2,10.92,CL_0000066,NA
epithelial cell,CSF2,Positive,5,1.63,CL_0000066,NA
epithelial cell,CXCL10,Positive,5,9.48,CL_0000066,NA
epithelial cell,CXCL13,Positive,1,3.62,CL_0000066,NA
epithelial cell,IFNA,Positive,2,0.84,CL_0000066,NA
epithelial cell,IFNG,Positive,10,0.59,CL_0000066,NA
epithelial cell,IL1,Positive,9,2.55,CL_0000066,NA
epithelial cell,IL11,Positive,1,4.42,CL_0000066,NA
epithelial cell,IL15,Positive,3,2.28,CL_0000066,NA
epithelial cell,IL1A,Positive,5,6.9,CL_0000066,NA
epithelial cell,IL1RN,Positive,1,2.18,CL_0000066,NA
epithelial cell,IL6,Positive,10,1.71,CL_0000066,NA
epithelial cell,IL7,Positive,1,0.59,CL_0000066,NA
epithelial cell,PPBP,Positive,1,1.96,CL_0000066,NA
epithelial cell,TGFA,Positive,5,14.98,CL_0000066,NA
epithelial cell,TGFB,Positive,32,5.52,CL_0000066,NA
epithelial cell,TGFB1,Positive,23,5.36,CL_0000066,NA
epithelial cell of lung,CCL2,Positive,4,12.71,CL_0000082,NA
epithelial cell of lung,CCL6,Positive,4,388.16,CL_0000082,NA
epithelial cell of lung,CSF2,Positive,1,2.81,CL_0000082,NA
epithelial cell of thymus,CXCL12,Positive,1,51.58,CL_0002293,NA
epithelial cell of thymus,IL1,Positive,2,56.35,CL_0002293,NA
epithelial cell of thymus,IL7,Positive,2,78.41,CL_0002293,NA
erythroblast,EPO,Positive,9,180.61,CL_0000765,NA
erythrocyte,EPO,Positive,6,28.6,CL_0000232,NA
erythrocyte,IL2,Positive,3,1.49,CL_0000232,NA
erythroid progenitor cell,CSF2,Positive,2,2.45,CL_0000038,NA
erythroid progenitor cell,EPO,Positive,32,118.46,CL_0000038,NA
erythroid progenitor cell,IL33,Positive,1,5.92,CL_0000038,NA
fat cell,CCL2,Positive,13,7.61,CL_0000136,NA
fat cell,CCL20,Positive,1,8.06,CL_0000136,NA
fat cell,CCL26,Positive,1,19.27,CL_0000136,NA
fat cell,CCL6,Positive,1,13.28,CL_0000136,NA
fat cell,IL6,Positive,17,5.77,CL_0000136,NA
fat cell,RETN,Positive,28,125.02,CL_0000136,NA
fat cell,TNF,Positive,32,4.8,CL_0000136,NA
follicular dendritic cell,BAFF,NA,NA,NA,CL_0000442,"403|Once in the follicle, naive B cells encounter the soluble TNF-family cytokine BAFF (see Section 8-8), which is secreted by FDCs, stromal cells, and dendritic cells and which acts as a survival factor for B cells.,404|BAFF is produced by FDCs and other cells in the B-cell follicle, where it supports B-cell survival."
follicular dendritic cell,CXCL13,NA,NA,NA,CL_0000442,"350|B cells induce the differentiation of follicular dendritic cells, which in turn secrete the chemokine CXCL13 to attract more B cells,350|once present, the FDCs secrete CXCL13, a chemokine that is a chemoattractant for B cells.,351|The most likely source of CXCL13 is the FDC, possibly along with other follicular stromal cells.,403|Within the follicle, stromal cells and a specialized cell type, the follicular dendritic cell (FDC), secrete CXCL13.,409|Initially, these rapidly proliferating B cells, called centroblasts, express the chemokine receptors CXCR4 and CXCR5 but markedly reduce their expression of surface immunoglobulin, particularly of IgD.... The loss of CXCR4 allows centrocytes to move into the light zone, a less densely packed area containing abundant FDCs that produce the chemokine CXCL13 (BLC), a ligand for CXCR5 (see Fig. 10.11, right panel).,453|The constitutive expression of CXCL13 by follicular dendritic cells establishes a gradient that attracts developing TFH cells first to the border of the T-cell zone with a B-cell follicle, where they can interact with B cells that present their cognate antigen, and then into the B-cell follicle, where they provide help to germinal center B cells."
fibroblast,CCL11,Positive,7,4.15,CL_0000057,NA
fibroblast,CCL20,Positive,1,1.83,CL_0000057,NA
fibroblast,CD40LG,Positive,5,1.51,CL_0000057,NA
fibroblast,CLCF1,Positive,12,95.43,CL_0000057,NA
fibroblast,CSF1,Positive,7,1.59,CL_0000057,NA
fibroblast,CSF2,Positive,12,1.41,CL_0000057,NA
fibroblast,CSF3,Positive,3,0.48,CL_0000057,NA
fibroblast,CXCL12,Positive,5,1.55,CL_0000057,NA
fibroblast,CXCL5,Positive,1,4.12,CL_0000057,NA
fibroblast,EPO,Positive,2,0.66,CL_0000057,NA
fibroblast,FGF2,Positive,41,6.17,CL_0000057,NA
fibroblast,GDF15,Positive,3,4.64,CL_0000057,NA
fibroblast,HGF,Positive,8,5.98,CL_0000057,NA
fibroblast,IFNA,Positive,6,1.18,CL_0000057,NA
fibroblast,IFNB1,Positive,36,17.78,CL_0000057,NA
fibroblast,IFNG,Positive,23,0.55,CL_0000057,NA
fibroblast,IL1,Positive,10,1.25,CL_0000057,NA
fibroblast,IL2,Positive,8,0.31,CL_0000057,NA
fibroblast,IL25,Positive,2,5.18,CL_0000057,NA
fibroblast,IL33,Positive,2,1.58,CL_0000057,NA
fibroblast,IL6,Positive,63,4.85,CL_0000057,NA
fibroblast,PDGFA,Positive,2,14.84,CL_0000057,NA
fibroblast,PDGFB,Positive,1,5.06,CL_0000057,NA
fibroblast,SPP1,Positive,6,6.04,CL_0000057,NA
fibroblast,TGFB,Positive,74,5.37,CL_0000057,NA
fibroblast,TGFB1,Positive,84,8.56,CL_0000057,NA
fibroblast,CCL2,Positive,16,2.34,CL_0000057,112|Table Figure 3.28 
fibroblast,CCL3,NA,NA,NA,CL_0000057,112|Table Figure 3.28
fibroblast,CXCL1,NA,NA,NA,CL_0000057,112|Table Figure 3.28
fibroblast,CXCL2,NA,NA,NA,CL_0000057,112|Table Figure 3.28
fibroblast,CXCL3,NA,NA,NA,CL_0000057,112|Table Figure 3.28
fibroblast,CXCL8,Positive,10,1.06,CL_0000057,112|Table Figure 112
fibroblast,GCSF,NA,NA,NA,CL_0000057,811|Table Appendix III
fibroblast,IFNb,NA,NA,NA,CL_0000057,811|Table Appendix III
fibroblast,IL11,Positive,4,8.84,CL_0000057,811|Table Appendix III
fibroblast,LIF,NA,NA,NA,CL_0000057,813|Table Appendix III
fibroblast,OPGL,NA,NA,NA,CL_0000057,"668|The TNF family cytokine RANK ligand, expressed by T cells and fibroblasts in the inflamed joint, is the primary activator of bone-destroying osteoclasts."
